tiempo(s),F_joint0,F_joint1,F_joint2,F_joint3,F_joint4,F_joint5,F_joint6,G-parcial(N)
9.342,8.389,3.290,0.198,68.230,0.000,300.000,299.414,679.522
9.353,8.340,3.268,0.198,68.235,0.000,300.000,299.421,679.462
9.364,8.217,3.215,0.202,68.237,0.000,300.000,299.439,679.310
9.375,8.133,3.178,0.203,68.240,0.000,300.000,299.451,679.206
9.386,8.061,3.147,0.204,68.243,0.000,300.000,299.462,679.118
9.397,7.977,3.111,0.206,68.247,0.000,300.000,299.472,679.014
9.408,7.908,3.082,0.207,68.251,0.000,300.000,299.482,678.930
9.419,7.792,3.032,0.210,68.255,0.000,300.000,299.495,678.784
9.430,7.712,2.998,0.211,68.259,0.000,300.000,299.504,678.685
9.441,7.635,2.965,0.213,68.262,0.000,300.000,299.513,678.589
9.452,7.560,2.933,0.214,68.266,0.000,300.000,299.522,678.496
9.463,7.487,2.901,0.216,68.269,0.000,300.000,299.532,678.404
9.474,7.413,2.870,0.217,68.272,0.000,300.000,299.540,678.313
9.485,7.340,2.838,0.218,68.276,0.000,300.000,299.549,678.222
9.496,7.267,2.807,0.220,68.279,0.000,300.000,299.558,678.130
9.507,7.194,2.776,0.221,68.282,0.000,300.000,299.567,678.040
9.518,7.122,2.745,0.222,68.285,0.000,300.000,299.575,677.950
9.529,7.048,2.714,0.224,68.288,0.000,300.000,299.583,677.857
9.540,6.977,2.683,0.225,68.292,0.000,300.000,299.591,677.769
9.551,6.907,2.654,0.226,68.295,0.000,300.000,299.600,677.681
9.561,6.837,2.624,0.228,68.298,0.000,300.000,299.608,677.594
9.572,6.767,2.594,0.229,68.301,0.000,300.000,299.615,677.506
9.583,6.698,2.565,0.230,68.304,0.000,300.000,299.623,677.419
9.594,6.627,2.535,0.232,68.307,0.000,300.000,299.630,677.330
9.605,6.558,2.506,0.233,68.310,0.000,300.000,299.637,677.244
9.616,6.491,2.477,0.234,68.313,0.000,300.000,299.645,677.160
9.627,6.424,2.449,0.235,68.315,0.000,300.000,299.652,677.075
9.638,6.357,2.420,0.237,68.318,0.000,300.000,299.658,676.990
9.649,6.290,2.392,0.238,68.321,0.000,300.000,299.665,676.906
9.660,6.222,2.363,0.239,68.324,0.000,300.000,299.671,676.819
9.671,6.158,2.336,0.240,68.326,0.000,300.000,299.678,676.739
9.682,6.095,2.309,0.241,68.329,0.000,300.000,299.684,676.659
9.693,6.031,2.283,0.242,68.332,0.000,300.000,299.690,676.578
9.704,5.967,2.256,0.243,68.334,0.000,300.000,299.695,676.496
9.716,5.902,2.228,0.245,68.337,0.000,300.000,299.701,676.413
9.727,5.841,2.203,0.246,68.339,0.000,300.000,299.707,676.335
9.738,5.781,2.178,0.246,68.341,0.000,300.000,299.712,676.258
9.749,5.721,2.153,0.247,68.344,0.000,300.000,299.716,676.181
9.759,5.660,2.128,0.247,68.346,0.000,300.000,299.720,676.102
9.770,5.604,2.105,0.248,68.349,0.000,300.000,299.726,676.031
9.781,5.548,2.082,0.247,68.352,0.000,300.000,299.730,675.960
9.792,5.490,2.059,0.247,68.354,0.000,300.000,299.733,675.883
9.803,5.430,2.034,0.246,68.355,0.000,300.000,299.735,675.800
9.814,5.382,2.015,0.245,68.358,0.000,300.000,299.739,675.739
9.825,5.329,1.994,0.240,68.359,0.000,300.000,299.742,675.665
9.836,5.265,1.968,0.239,68.353,0.000,300.000,299.742,675.567
9.847,5.179,1.933,0.238,68.344,0.000,300.000,299.742,675.436
9.858,5.102,1.902,0.236,68.305,0.000,300.000,299.741,675.286
9.869,5.034,1.877,0.231,68.287,0.000,300.000,299.735,675.165
9.880,5.056,1.893,0.222,68.319,0.000,300.000,299.753,675.242
9.891,5.064,1.900,0.217,68.327,0.000,300.000,299.768,675.276
9.901,5.130,1.931,0.210,68.362,0.000,300.000,299.787,675.420
9.912,5.204,1.965,0.203,68.381,0.000,300.000,299.797,675.550
9.923,5.227,1.978,0.199,68.362,0.000,300.000,299.798,675.565
9.934,5.259,1.997,0.191,68.318,0.000,300.000,299.799,675.564
9.945,5.274,2.006,0.189,68.275,0.000,300.000,299.810,675.555
9.956,5.337,2.035,0.187,68.275,0.000,300.000,299.828,675.660
9.967,5.306,2.028,0.167,68.407,0.000,300.000,299.816,675.723
9.978,5.137,1.953,0.169,68.536,0.000,300.000,299.867,675.662
9.989,4.785,1.799,0.190,68.543,0.000,300.000,299.873,675.190
10.000,4.501,1.672,0.209,68.488,0.000,300.000,299.875,674.746
10.011,4.378,1.618,0.219,68.436,0.000,300.000,299.857,674.509
10.022,4.390,1.626,0.217,68.416,0.000,300.000,299.839,674.487
10.033,4.414,1.637,0.216,68.394,0.000,300.000,299.829,674.490
10.044,4.416,1.638,0.213,68.369,0.000,300.000,299.822,674.459
10.055,4.396,1.632,0.212,68.342,0.000,300.000,299.818,674.400
10.066,4.435,1.651,0.209,68.337,0.000,300.000,299.824,674.456
10.077,4.499,1.681,0.202,68.348,0.000,300.000,299.834,674.564
10.088,4.511,1.688,0.196,68.411,0.000,300.000,299.852,674.659
10.099,4.424,1.652,0.197,68.464,0.000,300.000,299.863,674.600
10.110,4.269,1.583,0.205,68.472,0.000,300.000,299.872,674.401
10.121,4.132,1.523,0.212,68.457,0.000,300.000,299.874,674.199
10.132,4.043,1.485,0.217,68.434,0.000,300.000,299.868,674.047
10.143,4.009,1.471,0.218,68.412,0.000,300.000,299.862,673.972
10.154,4.014,1.475,0.216,68.399,0.000,300.000,299.860,673.964
10.165,4.028,1.483,0.214,68.400,0.000,300.000,299.862,673.987
10.176,4.030,1.485,0.211,68.414,0.000,300.000,299.869,674.009
10.187,4.001,1.473,0.211,68.434,0.000,300.000,299.876,673.994
10.198,3.938,1.446,0.212,68.447,0.000,300.000,299.882,673.925
10.209,3.860,1.413,0.215,68.449,0.000,300.000,299.885,673.822
10.220,3.793,1.384,0.218,68.443,0.000,300.000,299.886,673.723
10.231,3.746,1.365,0.219,68.436,0.000,300.000,299.885,673.652
10.242,3.718,1.354,0.219,68.432,0.000,300.000,299.886,673.609
10.253,3.697,1.345,0.219,68.433,0.000,300.000,299.888,673.582
10.264,3.673,1.336,0.219,68.438,0.000,300.000,299.891,673.556
10.275,3.639,1.322,0.219,68.444,0.000,300.000,299.894,673.519
10.285,3.596,1.304,0.220,68.449,0.000,300.000,299.897,673.466
10.296,3.549,1.285,0.221,68.450,0.000,300.000,299.900,673.405
10.307,3.505,1.266,0.222,68.450,0.000,300.000,299.901,673.344
10.318,3.467,1.250,0.223,68.449,0.000,300.000,299.903,673.291
10.329,3.433,1.236,0.223,68.449,0.000,300.000,299.904,673.247
10.340,3.401,1.223,0.224,68.451,0.000,300.000,299.906,673.206
10.351,3.369,1.210,0.224,68.453,0.000,300.000,299.908,673.165
10.362,3.334,1.196,0.225,68.456,0.000,300.000,299.911,673.120
10.373,3.297,1.180,0.225,68.458,0.000,300.000,299.913,673.073
10.384,3.260,1.165,0.226,68.459,0.000,300.000,299.914,673.025
10.395,3.225,1.150,0.227,68.460,0.000,300.000,299.916,672.978
10.405,3.191,1.136,0.227,68.461,0.000,300.000,299.918,672.933
10.416,3.158,1.123,0.228,68.462,0.000,300.000,299.919,672.890
10.428,3.125,1.109,0.229,68.464,0.000,300.000,299.921,672.848
10.439,3.092,1.096,0.229,68.465,0.000,300.000,299.923,672.805
10.450,3.059,1.082,0.230,68.467,0.000,300.000,299.924,672.762
10.460,3.026,1.069,0.230,68.468,0.000,300.000,299.926,672.719
10.471,2.994,1.055,0.231,68.469,0.000,300.000,299.927,672.677
10.482,2.962,1.042,0.231,68.471,0.000,300.000,299.929,672.635
10.493,2.931,1.029,0.232,68.472,0.000,300.000,299.930,672.594
10.504,2.899,1.017,0.233,68.473,0.000,300.000,299.932,672.553
10.515,2.868,1.004,0.233,68.474,0.000,300.000,299.933,672.513
10.526,2.838,0.991,0.234,68.476,0.000,300.000,299.934,672.473
10.537,2.807,0.979,0.234,68.477,0.000,300.000,299.936,672.433
10.548,2.777,0.966,0.235,68.478,0.000,300.000,299.937,672.393
10.559,2.747,0.954,0.235,68.479,0.000,300.000,299.938,672.353
10.570,2.714,0.940,0.236,68.480,0.000,300.000,299.939,672.309
10.581,2.683,0.927,0.236,68.481,0.000,300.000,299.940,672.268
10.592,2.654,0.916,0.237,68.483,0.000,300.000,299.941,672.230
10.603,2.627,0.905,0.237,68.484,0.000,300.000,299.942,672.195
10.614,2.598,0.893,0.238,68.486,0.000,300.000,299.944,672.158
10.625,2.570,0.881,0.238,68.487,0.000,300.000,299.945,672.121
10.636,2.543,0.870,0.239,68.488,0.000,300.000,299.946,672.086
10.646,2.514,0.858,0.239,68.489,0.000,300.000,299.947,672.048
10.657,2.485,0.846,0.240,68.490,0.000,300.000,299.948,672.010
10.668,2.459,0.836,0.240,68.492,0.000,300.000,299.950,671.977
10.679,2.433,0.825,0.241,68.495,0.000,300.000,299.952,671.946
10.690,2.403,0.812,0.241,68.495,0.000,300.000,299.953,671.905
10.701,2.373,0.800,0.242,68.495,0.000,300.000,299.954,671.863
10.712,2.346,0.789,0.243,68.495,0.000,300.000,299.954,671.828
10.723,2.323,0.779,0.243,68.497,0.000,300.000,299.955,671.797
10.734,2.299,0.769,0.244,68.498,0.000,300.000,299.956,671.766
10.745,2.274,0.759,0.244,68.499,0.000,300.000,299.957,671.734
10.756,2.249,0.749,0.245,68.500,0.000,300.000,299.958,671.700
10.767,2.224,0.738,0.245,68.501,0.000,300.000,299.959,671.667
10.778,2.200,0.728,0.246,68.509,0.000,300.000,299.964,671.647
10.790,2.167,0.714,0.247,68.508,0.000,300.000,299.964,671.600
10.801,2.138,0.702,0.248,68.508,0.000,300.000,299.964,671.559
10.812,2.112,0.691,0.249,68.508,0.000,300.000,299.964,671.525
10.823,2.089,0.682,0.249,68.508,0.000,300.000,299.964,671.493
10.834,2.067,0.673,0.250,68.508,0.000,300.000,299.965,671.463
10.845,2.046,0.664,0.251,68.509,0.000,300.000,299.965,671.434
10.856,2.024,0.655,0.251,68.509,0.000,300.000,299.965,671.404
10.867,2.002,0.646,0.252,68.510,0.000,300.000,299.966,671.375
10.878,1.981,0.637,0.252,68.510,0.000,300.000,299.966,671.346
10.889,1.963,0.630,0.253,68.511,0.000,300.000,299.967,671.322
10.900,1.942,0.621,0.253,68.511,0.000,300.000,299.967,671.296
10.911,1.921,0.612,0.254,68.512,0.000,300.000,299.968,671.268
10.922,1.900,0.603,0.254,68.513,0.000,300.000,299.969,671.239
10.933,1.878,0.595,0.255,68.514,0.000,300.000,299.970,671.211
10.944,1.857,0.586,0.256,68.515,0.000,300.000,299.970,671.183
10.955,1.836,0.577,0.256,68.515,0.000,300.000,299.971,671.155
10.966,1.815,0.568,0.257,68.516,0.000,300.000,299.972,671.128
10.977,1.794,0.560,0.257,68.517,0.000,300.000,299.972,671.100
10.988,1.773,0.551,0.258,68.518,0.000,300.000,299.973,671.073
10.999,0.812,15.759,1.649,29.366,0.000,27.247,300.000,374.834
11.010,4.424,0.812,0.188,29.364,0.000,22.108,76.393,133.288
11.021,1.009,1.654,0.221,29.366,0.000,17.903,62.021,112.173
11.032,0.645,1.416,0.189,29.366,0.000,14.508,50.321,96.446
11.043,0.663,1.090,0.155,29.366,0.000,11.756,40.815,83.846
11.053,0.756,0.759,0.126,29.368,0.000,9.528,33.094,73.631
11.064,0.769,0.583,0.103,29.367,0.000,7.718,26.831,65.371
11.075,0.806,0.399,0.084,29.367,0.000,6.253,21.748,58.658
11.085,3.087,0.701,0.000,29.364,0.000,5.062,17.630,55.845
11.096,0.938,0.097,0.052,29.367,0.000,4.105,14.283,48.842
11.107,0.931,0.012,0.042,29.368,0.000,3.326,11.573,45.251
11.118,0.728,0.025,0.040,29.368,0.000,2.694,9.377,42.232
11.129,0.941,0.123,0.027,29.368,0.000,2.183,7.597,40.239
11.139,0.912,0.157,0.022,29.368,0.000,1.769,6.154,38.382
11.150,0.904,0.192,0.018,29.369,0.000,1.433,4.985,36.901
11.161,0.896,0.219,0.014,29.369,0.000,1.161,4.038,35.698
11.172,0.887,0.240,0.012,29.369,0.000,0.941,3.271,34.720
11.183,0.878,0.257,0.009,29.370,0.000,0.762,2.650,33.926
11.194,0.870,0.269,0.007,29.370,0.000,0.618,2.146,33.280
11.205,0.861,0.279,0.006,29.370,0.000,0.501,1.738,32.754
11.215,0.852,0.286,0.005,29.370,0.000,0.406,1.408,32.326
11.226,0.843,0.291,0.004,29.371,0.000,0.329,1.140,31.977
11.237,0.834,0.294,0.003,29.371,0.000,0.267,0.923,31.692
11.248,0.826,0.296,0.002,29.371,0.000,0.216,0.747,31.459
11.259,0.817,0.297,0.002,29.372,0.000,0.175,0.605,31.269
11.269,0.809,0.298,0.001,29.372,0.000,0.142,0.490,31.112
11.280,0.801,0.297,0.001,29.372,0.000,0.116,0.397,30.983
11.291,0.792,0.296,0.001,29.372,0.000,0.094,0.321,30.877
11.302,0.784,0.295,0.001,29.373,0.000,0.076,0.260,30.789
11.313,0.776,0.294,0.000,29.373,0.000,0.062,0.210,30.715
11.323,0.769,0.292,0.000,29.373,0.000,0.050,0.170,30.654
11.334,20.477,6.665,0.122,29.846,0.000,0.532,0.353,57.995
11.345,9.211,2.903,0.054,29.070,0.000,0.077,0.222,41.537
11.356,9.629,3.206,0.001,29.125,0.000,0.069,0.186,42.216
11.366,22.136,7.098,0.128,30.031,0.000,0.256,0.161,59.810
11.377,3.962,1.644,0.095,29.365,0.000,0.023,0.054,35.143
11.388,0.104,0.071,0.024,29.377,0.000,0.013,0.049,29.638
11.399,0.569,0.213,0.004,29.375,0.000,0.012,0.039,30.211
11.410,0.702,0.270,0.000,29.375,0.000,0.010,0.031,30.387
11.421,0.715,0.276,0.001,29.376,0.000,0.008,0.025,30.401
11.431,0.712,0.275,0.001,29.376,0.000,0.007,0.020,30.390
11.442,0.705,0.273,0.001,29.376,0.000,0.006,0.016,30.376
11.453,0.698,0.270,0.001,29.376,0.000,0.005,0.013,30.362
11.464,0.690,0.267,0.001,29.376,0.000,0.004,0.010,30.349
11.474,0.683,0.264,0.001,29.377,0.000,0.003,0.008,30.336
11.485,0.675,0.261,0.001,29.377,0.000,0.003,0.006,30.324
11.496,0.668,0.258,0.001,29.377,0.000,0.003,0.005,30.312
11.506,0.660,0.255,0.001,29.377,0.000,0.002,0.004,30.300
11.517,0.652,0.252,0.001,29.378,0.000,0.002,0.003,30.288
11.528,0.644,0.249,0.001,29.378,0.000,0.002,0.002,30.276
11.539,0.637,0.246,0.001,29.378,0.000,0.002,0.002,30.266
11.550,0.632,0.245,0.001,29.378,0.000,0.001,0.001,30.259
11.561,0.629,0.243,0.001,29.379,0.000,0.001,0.001,30.254
11.572,0.625,0.242,0.001,29.379,0.000,0.001,0.001,30.248
11.583,1.398,0.593,0.023,29.375,0.000,0.002,0.001,31.393
11.594,0.423,0.155,0.006,29.378,0.000,0.001,0.001,29.962
11.605,0.572,0.220,0.000,29.379,0.000,0.001,0.000,30.172
11.616,0.594,0.230,0.001,29.380,0.000,0.001,0.000,30.206
11.626,0.594,0.230,0.001,29.380,0.000,0.001,0.000,30.206
11.637,0.589,0.228,0.001,29.380,0.000,0.001,0.000,30.199
11.648,0.141,0.069,0.015,29.377,0.000,0.018,0.018,29.638
11.659,2.959,1.119,0.003,29.341,0.000,0.273,0.273,33.968
11.670,0.727,0.284,0.004,29.379,0.000,0.002,0.002,30.399
11.680,0.610,0.238,0.002,29.381,0.000,0.001,0.001,30.233
11.691,0.567,0.220,0.001,29.381,0.000,0.001,0.537,30.707
11.702,0.563,0.218,0.001,29.381,0.000,0.001,0.539,30.703
11.713,0.558,0.216,0.001,29.381,0.000,0.001,0.540,30.698
11.724,0.554,0.215,0.001,29.382,0.000,0.001,0.541,30.694
11.734,0.549,0.213,0.001,29.382,0.000,0.001,0.542,30.687
11.745,0.720,0.284,0.006,29.379,0.000,0.002,0.539,30.931
11.756,0.567,0.221,0.002,29.382,0.000,0.001,0.541,30.714
11.767,0.533,0.207,0.001,29.382,0.000,0.001,0.540,30.664
11.777,0.524,0.203,0.001,29.382,0.000,0.001,0.539,30.650
11.788,0.517,0.200,0.001,29.383,0.000,0.001,0.538,30.640
11.799,0.512,0.198,0.001,29.383,0.000,0.001,0.536,30.631
11.810,0.507,0.196,0.001,29.383,0.000,0.001,0.535,30.622
11.821,0.501,0.194,0.001,29.383,0.000,0.001,0.533,30.613
11.832,0.496,0.192,0.001,29.383,0.000,0.000,0.532,30.605
11.843,0.491,0.190,0.001,29.383,0.000,0.000,0.531,30.597
11.854,0.841,0.341,0.012,29.383,0.000,0.001,0.535,31.113
11.865,0.533,0.209,0.002,29.384,0.000,0.001,0.538,30.667
11.876,0.481,0.186,0.001,29.384,0.000,0.000,0.539,30.591
11.887,0.426,0.163,0.001,29.384,0.000,0.000,0.540,30.514
11.897,0.451,0.174,0.000,29.384,0.000,0.000,0.546,30.555
11.909,0.248,0.092,0.004,29.386,0.000,0.000,0.553,30.284
11.920,0.789,0.307,0.007,29.379,0.000,0.000,0.545,31.028
11.930,0.505,0.198,0.002,29.385,0.000,0.000,0.547,30.638
11.941,0.456,0.177,0.001,29.385,0.000,0.000,0.548,30.568
11.952,0.275,0.110,0.009,29.390,0.000,0.045,0.045,29.873
11.963,0.879,0.311,0.001,29.360,0.000,0.002,0.543,31.097
11.973,0.736,0.293,0.009,29.384,0.000,0.000,0.538,30.960
11.984,0.473,0.186,0.002,29.385,0.000,0.000,0.541,30.588
11.995,0.434,0.168,0.001,29.386,0.000,0.000,0.542,30.531
12.005,180.000,26.385,144.559,180.000,0.000,0.021,0.123,531.088
12.016,180.000,68.868,5.068,151.896,0.000,3.561,1.693,411.086
12.027,180.000,68.843,5.021,37.051,0.000,3.566,1.634,296.114
12.037,180.000,68.815,4.967,36.901,0.000,1.590,2.244,294.517
12.048,180.000,68.780,4.900,36.755,0.000,1.572,1.826,293.833
12.058,180.000,68.760,4.859,36.603,0.000,1.572,1.421,293.215
12.069,180.000,68.735,4.806,36.458,0.000,1.568,1.023,292.589
12.079,180.000,68.710,4.753,36.314,0.000,1.565,0.633,291.975
12.090,180.000,68.687,4.700,36.173,0.000,1.560,0.251,291.372
12.100,180.000,68.666,4.648,36.033,0.000,1.557,0.122,291.025
12.111,180.000,68.645,4.597,35.895,0.000,1.551,0.488,291.175
12.121,180.000,68.624,4.545,35.762,0.000,1.513,0.862,291.307
12.132,180.000,68.609,4.497,35.628,0.000,1.557,1.191,291.483
12.143,180.000,68.591,4.448,35.494,0.000,1.541,1.533,291.608
12.153,180.000,68.576,4.400,35.366,0.000,1.517,1.871,291.730
12.164,180.000,68.553,4.350,35.238,0.000,1.534,2.191,291.866
12.175,180.000,68.555,4.307,35.114,0.000,1.531,2.508,292.016
12.185,180.000,68.537,4.262,34.990,0.000,1.530,2.815,292.134
12.196,180.000,68.527,4.219,34.870,0.000,1.536,3.115,292.267
12.206,180.000,68.508,4.161,34.751,0.000,1.533,3.406,292.360
12.217,180.000,68.510,4.134,34.634,0.000,1.551,3.690,292.519
12.228,180.000,68.505,4.094,34.525,0.000,1.542,3.968,292.633
12.238,180.000,68.490,4.039,34.416,0.000,1.528,4.231,292.705
12.249,180.000,68.493,4.014,34.307,0.000,1.534,4.502,292.849
12.260,180.000,68.495,3.975,34.199,0.000,1.536,4.756,292.961
12.270,180.000,68.485,3.938,34.094,0.000,1.539,5.001,293.057
12.281,180.000,68.482,3.901,33.992,0.000,1.541,5.240,293.157
12.291,180.000,68.481,3.865,33.893,0.000,1.544,5.472,293.254
12.302,180.000,68.480,3.832,33.795,0.000,1.552,5.696,293.355
12.312,180.000,68.479,3.795,33.700,0.000,1.560,5.912,293.446
12.323,180.000,68.479,3.761,33.607,0.000,1.563,6.121,293.532
12.333,180.000,68.480,3.728,33.515,0.000,1.568,6.324,293.614
12.344,180.000,68.481,3.695,33.426,0.000,1.575,6.519,293.695
12.354,180.000,68.482,3.663,33.338,0.000,1.581,6.707,293.772
12.365,180.000,68.484,3.632,33.253,0.000,1.585,6.888,293.841
12.376,180.000,68.487,3.601,33.169,0.000,1.590,7.062,293.909
12.386,180.000,68.489,3.571,33.087,0.000,1.595,7.229,293.972
12.397,180.000,68.492,3.541,33.007,0.000,1.602,7.389,294.032
12.407,180.000,68.495,3.512,32.927,0.000,1.607,7.544,294.084
12.418,180.000,68.498,3.483,32.850,0.000,1.615,7.691,294.137
12.429,180.000,68.503,3.455,32.777,0.000,1.622,7.832,294.189
12.439,180.000,68.507,3.428,32.704,0.000,1.628,7.966,294.232
12.450,180.000,68.512,3.401,32.631,0.000,1.633,8.094,294.271
12.460,180.000,68.517,3.374,32.561,0.000,1.639,8.215,294.305
12.471,180.000,68.521,3.348,32.492,0.000,1.644,8.331,294.336
12.482,180.000,68.527,3.323,32.425,0.000,1.648,8.440,294.362
12.492,180.000,68.532,3.298,32.359,0.000,1.653,8.544,294.386
12.503,180.000,68.538,3.273,32.295,0.000,1.657,8.641,294.404
12.514,180.000,68.543,3.250,32.232,0.000,1.662,8.733,294.420
12.524,180.000,68.549,3.226,32.170,0.000,1.666,8.819,294.431
12.535,180.000,68.555,3.203,32.108,0.000,1.671,8.900,294.437
12.546,180.000,68.561,3.181,32.052,0.000,1.676,8.975,294.444
12.556,180.000,68.567,3.159,31.991,0.000,1.680,9.044,294.441
12.567,180.000,68.574,3.137,31.935,0.000,1.684,9.109,294.438
12.578,180.000,68.580,3.116,31.880,0.000,1.688,9.168,294.431
12.589,180.000,68.586,3.095,31.830,0.000,1.692,9.222,294.425
12.599,180.000,68.591,3.074,31.775,0.000,1.696,9.271,294.408
12.610,180.000,68.598,3.054,31.727,0.000,1.699,9.315,294.394
12.621,180.000,68.604,3.034,31.673,0.000,1.703,9.355,294.369
12.631,180.000,68.611,3.015,31.623,0.000,1.707,9.389,294.345
12.642,180.000,68.617,2.996,31.575,0.000,1.711,9.419,294.318
12.653,180.000,68.623,2.977,31.527,0.000,1.714,9.444,294.286
12.663,180.000,68.630,2.959,31.482,0.000,1.717,9.465,294.253
12.674,180.000,68.636,2.941,31.437,0.000,1.721,9.482,294.216
12.685,180.000,68.642,2.923,31.392,0.000,1.724,9.494,294.176
12.695,180.000,68.649,2.906,31.349,0.000,1.728,9.502,294.134
12.706,180.000,68.654,2.889,31.310,0.000,1.733,9.507,294.093
12.717,180.000,68.661,2.872,31.264,0.000,1.732,9.507,294.037
12.728,180.000,68.668,2.856,31.226,0.000,1.741,9.503,293.994
12.738,180.000,68.674,2.840,31.186,0.000,1.749,9.496,293.945
12.749,180.000,68.637,2.814,30.982,0.000,1.757,9.469,293.658
12.760,180.000,68.578,2.782,30.663,0.000,1.767,9.431,293.222
12.770,180.000,68.521,2.752,30.315,0.000,1.764,9.388,292.740
12.781,180.000,68.466,2.723,29.938,0.000,1.643,9.341,292.110
12.792,180.000,68.413,2.694,29.533,0.000,1.474,9.290,291.404
12.802,180.000,68.362,2.667,29.100,0.000,1.447,9.236,290.813
12.813,180.000,70.190,3.089,38.254,0.000,1.065,9.914,302.512
12.824,180.000,68.722,2.721,30.911,0.000,1.330,9.311,292.995
12.834,180.000,68.726,2.707,30.865,0.000,1.324,9.272,292.894
12.845,180.000,68.731,2.694,30.834,0.000,1.319,9.232,292.811
12.856,180.000,68.739,2.682,30.805,0.000,12.843,9.228,304.298
12.866,180.000,68.742,2.668,30.773,0.000,12.936,9.180,304.299
12.877,180.000,68.748,2.655,30.743,0.000,13.028,9.129,304.302
12.888,180.000,68.756,2.642,30.719,0.000,13.118,9.076,304.310
12.898,180.000,68.759,2.630,30.686,0.000,13.207,9.020,304.301
12.909,180.000,68.764,2.618,30.658,0.000,13.295,8.963,304.297
12.920,180.000,68.769,2.606,30.631,0.000,13.381,8.903,304.290
12.930,180.000,68.775,2.595,30.605,0.000,13.466,8.824,304.265
12.941,180.000,64.879,1.569,30.574,0.000,0.450,4.346,281.818
12.951,180.000,64.953,1.597,30.587,0.000,0.141,4.157,281.435
12.962,180.000,65.024,1.607,30.569,0.000,0.154,4.018,281.372
12.973,180.000,65.099,1.611,30.548,0.000,0.437,3.885,281.581
12.983,180.000,65.162,1.631,30.555,0.000,0.712,3.768,281.828
12.994,180.000,65.227,1.640,30.499,0.000,0.977,3.653,281.996
13.005,180.000,65.289,1.649,30.476,0.000,1.231,3.545,282.190
13.015,180.000,65.349,1.659,30.444,0.000,1.475,3.460,282.386
13.026,180.000,65.407,1.669,30.408,0.000,1.711,3.364,282.560
13.037,180.000,65.461,1.676,30.408,0.000,1.937,3.274,282.755
13.047,180.000,65.514,1.684,30.391,0.000,2.155,3.188,282.931
13.058,180.000,65.565,1.692,30.373,0.000,2.364,3.108,283.103
13.068,180.000,65.614,1.700,30.366,0.000,2.566,3.033,283.279
13.079,180.000,65.662,1.708,30.340,0.000,2.760,2.962,283.431
13.090,180.000,65.708,1.715,30.324,0.000,2.947,2.895,283.589
13.100,180.000,65.754,1.723,30.297,0.000,3.127,2.833,283.735
13.111,180.000,65.795,1.730,30.292,0.000,3.300,2.776,283.892
13.122,180.000,65.837,1.737,30.276,0.000,3.466,2.722,284.038
13.132,180.000,65.876,1.743,30.261,0.000,3.626,2.673,284.179
13.143,180.000,65.915,1.750,30.246,0.000,3.780,2.627,284.317
13.154,180.000,65.953,1.756,30.218,0.000,3.928,2.584,284.440
13.164,180.000,65.988,1.763,30.216,0.000,4.070,2.545,284.582
13.175,180.000,66.022,1.769,30.202,0.000,4.207,2.509,284.709
13.186,180.000,66.058,1.776,30.192,0.000,4.339,2.477,284.841
13.197,180.000,66.087,1.781,30.177,0.000,4.465,2.447,284.957
13.207,180.000,66.119,1.787,30.160,0.000,4.586,2.420,285.072
13.218,180.000,66.148,1.792,30.147,0.000,4.703,2.396,285.187
13.229,180.000,66.177,1.798,30.134,0.000,4.815,2.375,285.299
13.239,180.000,66.205,1.803,30.121,0.000,4.923,2.356,285.408
13.250,180.000,66.231,1.808,30.108,0.000,5.026,2.341,285.515
13.261,180.000,66.257,1.814,30.096,0.000,5.125,2.327,285.618
13.272,180.000,66.282,1.819,30.084,0.000,5.220,2.316,285.720
13.282,180.000,66.303,1.822,30.031,0.000,5.311,2.308,285.774
13.293,180.000,66.330,1.829,30.078,0.000,5.398,2.274,285.909
13.304,180.000,66.341,1.830,29.979,0.000,5.484,2.132,285.766
13.315,180.000,66.382,1.840,30.095,0.000,5.565,2.141,286.023
13.326,180.000,66.396,1.843,30.056,0.000,5.641,2.135,286.071
13.336,180.000,66.409,1.846,30.006,0.000,5.713,2.140,286.114
13.347,180.000,66.431,1.851,30.003,0.000,5.783,2.144,286.211
13.358,180.000,66.450,1.854,29.987,0.000,5.849,6.774,290.914
13.368,118.315,43.606,1.205,29.977,0.000,3.617,1.559,198.278
13.379,112.995,41.603,1.090,29.971,0.000,3.444,1.484,190.586
13.390,110.858,40.821,1.069,29.960,0.000,3.402,1.451,187.562
13.400,108.782,40.062,1.049,29.950,0.000,3.361,1.419,184.623
13.411,106.743,39.316,1.029,29.939,0.000,3.320,1.387,181.735
13.422,104.740,38.583,1.010,29.929,0.000,3.278,1.357,178.897
13.432,102.773,37.862,0.991,29.920,0.000,3.236,1.332,176.113
13.443,100.840,37.154,0.972,29.910,0.000,3.194,1.307,173.377
13.454,98.941,36.459,0.954,29.900,0.000,3.151,1.283,170.688
13.465,97.075,35.775,0.936,29.891,0.000,3.109,1.259,168.045
13.475,95.243,35.103,0.918,29.882,0.000,3.066,1.236,165.447
13.486,93.443,34.443,0.901,29.873,0.000,3.023,1.213,162.895
13.497,91.677,33.796,0.884,29.863,0.000,2.980,1.190,160.389
13.508,89.938,33.158,0.867,29.855,0.000,2.937,1.167,157.923
13.519,88.216,32.533,0.853,29.887,0.000,2.895,1.145,155.529
